date_time,model,dataset,sequence,horizon,seed,mse,mae
2025-04-27 07:32:06.167560,Autoformer,ETTh1,96,96,3140594418,0.5740453,0.5182798
2025-04-27 07:33:45.911345,Autoformer,ETTh1,96,96,777109714,0.59341574,0.5174878
2025-04-27 07:35:24.656106,Autoformer,ETTh1,96,96,1589216892,0.56202567,0.51066715
2025-04-27 07:37:05.371837,Autoformer,ETTh1,96,96,296922354,0.63435334,0.536923
2025-04-27 07:38:44.371567,Autoformer,ETTh1,96,96,1127772217,0.49654087,0.48812008
2025-04-27 07:40:24.419264,Autoformer,ETTh1,96,96,2586440573,0.5507192,0.5068946
2025-04-27 07:42:04.146027,Autoformer,ETTh1,96,96,2372266162,0.506245,0.4884376
2025-04-27 07:43:42.994287,Autoformer,ETTh1,96,96,200427186,0.53362375,0.49440247
2025-04-27 07:45:21.191896,Autoformer,ETTh1,96,96,3665818909,0.5148193,0.4887777
2025-04-27 07:46:57.174716,Autoformer,ETTh1,96,96,1051311406,0.55835485,0.5170057
2025-04-27 07:48:36.626131,Autoformer,ETTh1,96,96,4194161626,0.49110958,0.47925183
2025-04-27 07:50:14.969705,Autoformer,ETTh1,96,96,2901435033,0.5114568,0.49156624
2025-04-27 07:51:54.079584,Autoformer,ETTh1,96,96,1027683409,0.4456392,0.45180172
2025-04-27 07:53:33.767341,Autoformer,ETTh1,96,96,2592753973,0.54388446,0.5067708
2025-04-27 07:55:13.640802,Autoformer,ETTh1,96,96,294477085,0.5278809,0.49892083
2025-04-27 07:56:54.340885,Autoformer,ETTh1,96,96,55673650,0.51427484,0.4887389
2025-04-27 07:58:35.509811,Autoformer,ETTh1,96,96,3226759639,0.47985116,0.47456688
2025-04-27 08:00:15.470042,Autoformer,ETTh1,96,96,3130688870,0.5675531,0.5173507
2025-04-27 08:01:55.589421,Autoformer,ETTh1,96,96,3126186108,0.58464444,0.5171209
2025-04-27 08:03:35.194391,Autoformer,ETTh1,96,96,3598909707,0.55314994,0.51839656
2025-04-27 08:05:14.933699,Autoformer,ETTh1,96,96,425796106,0.5394527,0.50281644
2025-04-27 08:06:54.465509,Autoformer,ETTh1,96,96,3442116543,0.52625424,0.49845302
2025-04-27 08:08:35.061334,Autoformer,ETTh1,96,96,2375403279,0.6216479,0.52433646
2025-04-27 08:10:15.903268,Autoformer,ETTh1,96,96,2324886708,0.47339225,0.46825913
2025-04-27 08:11:55.829634,Autoformer,ETTh1,96,96,3564953262,0.5061116,0.48606563
2025-04-27 08:13:36.418940,Autoformer,ETTh1,96,96,1214632149,0.52668875,0.50418293
2025-04-27 08:15:15.467255,Autoformer,ETTh1,96,96,162323494,0.5930935,0.5223421
2025-04-27 08:16:52.889992,Autoformer,ETTh1,96,96,1422274897,0.4524408,0.4590332
2025-04-27 08:18:30.352355,Autoformer,ETTh1,96,96,4214847305,0.6733345,0.5842094
2025-04-27 08:20:06.295489,Autoformer,ETTh1,96,96,4289667837,0.54150474,0.5016696
2025-04-27 08:21:45.024269,Autoformer,ETTh1,96,96,3877990105,0.6318271,0.54372895
2025-04-27 08:23:21.959486,Autoformer,ETTh1,96,96,775343348,0.6076243,0.53416777
2025-04-27 08:24:59.437551,Autoformer,ETTh1,96,96,1572370784,0.5468692,0.5053698
2025-04-27 08:26:38.737581,Autoformer,ETTh1,96,96,2993632363,0.603614,0.5300218
2025-04-27 08:28:16.526863,Autoformer,ETTh1,96,96,2147810558,0.56927395,0.51619637
2025-04-27 08:29:56.231864,Autoformer,ETTh1,96,96,3359328088,0.50457,0.48788634
2025-04-27 08:31:34.627225,Autoformer,ETTh1,96,96,1664423657,0.5907856,0.5154963
2025-04-27 08:33:12.291945,Autoformer,ETTh1,96,96,516478726,0.57075524,0.5262167
2025-04-27 08:34:48.931853,Autoformer,ETTh1,96,96,4283274141,0.6518949,0.54447496
2025-04-27 08:36:25.770662,Autoformer,ETTh1,96,96,3472115790,0.5930131,0.51901317
2025-04-27 08:38:04.175385,Autoformer,ETTh1,96,96,1973874623,0.5802196,0.5143224
2025-04-27 08:39:44.096845,Autoformer,ETTh1,96,96,3236139543,0.54300046,0.50981396
2025-04-27 08:41:23.800991,Autoformer,ETTh1,96,96,245344786,0.51326424,0.498163
2025-04-27 08:43:08.323467,Autoformer,ETTh1,96,96,323245623,0.66432405,0.5513808
